	round	batch	sent_id	sentence	worker_0	worker_1	worker_2	worker_3	worker_4	worker_5	worker_6	worker_7	disagree	agree	neutral	guid	in_held_out_test
230	1	6	t22	As solid and invulnerable as the Statue of Liberty seems, the World Heritage site is actually at considerable risk from some of the impacts of climate change, especially sea-level rise, increased intensity of storms and storm surges.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0009162157226288664	0.99775368701554	0.0013300972618312224	1_6_t22	False
231	1	6	t23	But people should still be concerned about global warming.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0008922383074414229	0.9977952405842958	0.0013125211082627628	1_6_t23	False
232	1	6	t24	Human activity is primarily responsible for the rise in carbon dioxide emissions.	agrees	neutral	neutral	agrees	neutral	agrees	agrees	agrees	0.003688174221570301	0.7037092422901965	0.2926025834882332	1_6_t24	False
233	1	6	t25	The whole world will be devastated if we don’t stop burning fossil fuels immediately (if not sooner, since some say it’s too late and the world is already doomed).	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0009009278564072328	0.997777374191808	0.0013216979517849676	1_6_t25	True
234	1	6	t26	Carbon dioxide is a threat to public health.	agrees	agrees	neutral	agrees	neutral	agrees	agrees	agrees	0.003045947982718166	0.8716474122773691	0.12530663973991282	1_6_t26	False
235	1	6	t27	There had been no global warming this millennium, and why, though the two satellites continue to show little or no warming.	disagrees	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	disagrees	0.9682136091252412	0.0014876900168154926	0.03029870085794321	1_6_t27	False
236	1	6	t28	The Arctic has lost nearly 95 percent of its oldest ice.	agrees	neutral	neutral	neutral	agrees	agrees	neutral	neutral	0.0031118753637318216	0.16130298562967665	0.8355851390065915	1_6_t28	False
237	1	6	t29	Global warming is a very serious problem.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0008883579335331268	0.9977762054505042	0.0013354366159627025	1_6_t29	True
238	1	6	t3	The world must halve global emissions or face cataclysmic global warming.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0009121488146965133	0.9977353644293904	0.0013524867559130446	1_6_t3	False
239	1	6	t4	Most scientists think global warming is happening, while majorities of Republicans (56 %) and Tea Party members (69 %) say that there is a lot of disagreement among scientists about whether or not global warming is happening.	neutral	neutral	agrees	neutral	neutral	neutral	neutral	neutral	0.001804949064783336	0.024268902325892152	0.9739261486093246	1_6_t4	False
240	1	6	t5	There is something unusual about current temperatures: that we have catastrophic global warming from industrialisation.	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	agrees	0.03689021486443806	0.959784197100506	0.0033255880350559174	1_6_t5	False
241	1	6	t6	Global warming is happening and is caused by human activities.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	agrees	0.002314824987526166	0.960536999416418	0.03714817559605574	1_6_t6	False
242	1	6	t7	Global trade merely outsourced U.S. emissions.	disagrees	neutral	neutral	neutral	neutral	neutral	agrees	neutral	0.01202204137943981	0.032410527379526384	0.9555674312410338	1_6_t7	True
243	1	6	t8	Some governments are taking serious action to mitigate global warming, when in reality they have achieved almost nothing.	agrees	agrees	neutral	neutral	neutral	neutral	neutral	neutral	0.002232340659654198	0.049437320047612685	0.9483303392927332	1_6_t8	False
244	1	6	t9	Worldwide sea levels rose over the last two decades by about a foot per century.	agrees	neutral	neutral	neutral	agrees	agrees	agrees	neutral	0.003702651538262008	0.35435542410947063	0.6419419243522673	1_6_t9	False
245	1	7	s0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees				1_7_s0	False
246	1	7	s1	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	neutral	neutral	agrees	agrees	neutral	agrees	agrees	neutral				1_7_s1	False
247	1	7	s2	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral				1_7_s2	False
248	1	7	s3	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees				1_7_s3	False
249	1	7	s4	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral				1_7_s4	False
250	1	7	t0	The global climate deal that Mr. Obama helped to strike in Paris this month will survive intact no matter who follows him as president.	agrees	neutral	agrees	neutral	agrees	neutral	neutral	agrees	0.0034418196957017692	0.4723792450962552	0.5241789352080429	1_7_t0	False
251	1	7	t1	The Pacific winds are the culprit for slowing global warming.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	agrees	0.002680934193069534	0.1139779446146571	0.8833411211922733	1_7_t1	True
252	1	7	t10	Climate change has caused more than 3 trillion tons of ice to melt from Antarctica over the past 25 years ago, according to a USA Today report.	agrees	neutral	neutral	agrees	neutral	agrees	neutral	neutral	0.003183720222283625	0.2458403935663044	0.750975886211412	1_7_t10	False
253	1	7	t11	Historically the earth has warmed and cooled through natural weather fluctuation and that the fear mongering regarding global warming / man-made climate change is based on false assumptions, unsustained by science.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.998755599473212	0.0006764461270643978	0.0005679543997235126	1_7_t11	False
254	1	7	t12	Global warming is endangering some of the most popular and delicious foods on the planet.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.000588310540426285	0.9987442162516444	0.0006674732079291943	1_7_t12	False
255	1	7	t13	Two extremely broad propositions – carbon dioxide is a “greenhouse gas,” and human activity has warmed the planet to some extent – tallied up the papers in their survey sample that agreed with these propositions to even the slightest degree, and manufactured the “97 percent consensus” factoid.	disagrees	neutral	disagrees	disagrees	neutral	neutral	disagrees	disagrees	0.6940590777416137	0.0038473971865631775	0.3020935250718232	1_7_t13	False
256	1	7	t14	Glaciers are melting at a pace unprecedented in modern times During his Alaska trip.	neutral	neutral	neutral	agrees	neutral	neutral	agrees	neutral	0.002336169966273429	0.07934204900543618	0.9183217810282904	1_7_t14	False
257	1	7	t15	Carbon emissions are growing exponentially.	neutral	agrees	agrees	agrees	neutral	neutral	neutral	neutral	0.003377438585399055	0.3624027838009424	0.6342197776136586	1_7_t15	False
258	1	7	t16	The odds favored another record in 2016, noting that meeting the obligations under the Paris deal will be increasingly difficult unless tough measures are taken to reign in carbon emissions in the coming decades.	agrees	neutral	neutral	agrees	neutral	neutral	neutral	neutral	0.002201442364913786	0.057696076482903536	0.9401024811521826	1_7_t16	False
259	1	7	t17	Global warming is like a world war.	agrees	agrees	agrees	agrees	neutral	agrees	neutral	neutral	0.002994978088543351	0.8019656109847236	0.1950394109267329	1_7_t17	False
260	1	7	t18	A massive outpouring of carbon dioxide from the deep ocean may have helped end the last ice age.	disagrees	neutral	agrees	neutral	neutral	agrees	neutral	neutral	0.041694693720903835	0.272756006969244	0.6855492993098521	1_7_t18	False
261	1	7	t19	The JMA&apos;s global average temperature in 2014 is 1.1 F hotter than its 20th century average.	neutral	neutral	neutral	agrees	neutral	neutral	neutral	neutral	0.0012684935458543074	0.009313157553322212	0.9894183489008236	1_7_t19	False
262	1	7	t2	Climate change is affecting the Antarctic more than previously believed and is likely to prompt global projections of sea-level rise to be revised upward.	neutral	agrees	agrees	agrees	neutral	agrees	agrees	agrees	0.0021017991471449595	0.9419777063438728	0.055920494508982135	1_7_t2	False
263	1	7	t20	With already warmer temperatures, this leads to the melting of permafrost and the release of greenhouse gases like methane.	neutral	agrees	neutral	agrees	neutral	agrees	agrees	agrees	0.003087150466351241	0.7594195207506522	0.2374933287829966	1_7_t20	False
264	1	7	t21	The earth is racing toward “global extinction” similar to the era of the dinosaurs, as half the world’s species are allegedly failing to cope with global warming.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	neutral	0.0014920939520458984	0.9827119930152526	0.015795913032701527	1_7_t21	False
265	1	7	t22	“Climate change” is not a high priority for voters, and they haven’t paid much attention to the latest climate confab in Paris, which had a carbon footprint bigger than a thousand normal Americans living average lives for an entire year.	neutral	neutral	disagrees	disagrees	disagrees	agrees	neutral	neutral	0.3368010756524223	0.08834965556664418	0.5748492687809337	1_7_t22	False
266	1	7	t23	Stable sea levels can be rendered to look like they are nonetheless rising at an accelerated pace.	disagrees	neutral	disagrees	disagrees	neutral	disagrees	disagrees	neutral	0.7679570142319635	0.0037493473710002905	0.2282936383970363	1_7_t23	False
267	1	7	t24	There has been no global warming for nearly 19 years.	disagrees	disagrees	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	0.9894851130334572	0.0014288564348133245	0.0090860305317296	1_7_t24	True
268	1	7	t25	If the findings the findings hold up, the findings would confirm the West Antarctic Ice Sheet might not need a huge nudge to budge.	neutral	neutral	neutral	agrees	neutral	neutral	agrees	neutral	0.002338976397161157	0.07911973019247807	0.9185412934103606	1_7_t25	False
269	1	7	t26	Local sea level trends in the last 140 years had been very gently rising, neutral or negative (ie sea levels had fallen).	neutral	neutral	neutral	disagrees	neutral	neutral	neutral	neutral	0.008997187423777158	0.0017263900720487946	0.989276422504174	1_7_t26	False
270	1	7	t27	A global temperature rise of more than 2 degrees Celsius, or 3.6 Fahrenheit, would be devastating.	agrees	agrees	agrees	agrees	neutral	agrees	neutral	agrees	0.0023401488257265204	0.9223952420212564	0.07526460915301703	1_7_t27	False
271	1	7	t28	People are linking recent weather phenomena with the concept of global warming.	disagrees	neutral	neutral	agrees	neutral	neutral	neutral	neutral	0.02459724741134291	0.016213619510970743	0.9591891330776864	1_7_t28	False
272	1	7	t29	The world has to begin a long-term shift from fossil fuels to more sustainable forms of energy.	neutral	agrees	agrees	neutral	agrees	agrees	agrees	agrees	0.001971137217281045	0.9525238357081572	0.04550502707456164	1_7_t29	False
273	1	7	t3	From 1860-1880 as well as from 1910-1940 the rate of global warming is the same as from 1980-200.	disagrees	disagrees	neutral	disagrees	neutral	disagrees	disagrees	neutral	0.7737462881201844	0.003726320306967065	0.22252739157284854	1_7_t3	False
274	1	7	t4	There is a definite declining trend in Arctic sea ice.	neutral	agrees	neutral	agrees	neutral	agrees	agrees	neutral	0.003494431338884868	0.5782764592263157	0.4182291094347995	1_7_t4	False
275	1	7	t5	The 1997-1998 El Niño broke global temperature records in back-to-back years at the time.	neutral	neutral	neutral	agrees	neutral	neutral	agrees	neutral	0.002362191451053525	0.07726996226523275	0.9203678462837136	1_7_t5	True
276	1	7	t6	Solar can take on fossil fuels.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	agrees	0.001651559815801724	0.021033828548637813	0.9773146116355604	1_7_t6	False
277	1	7	t7	Balance of evidence suggests a discernible human influence on global climate.	neutral	agrees	neutral	neutral	agrees	agrees	agrees	neutral	0.003364913206542059	0.6103040624122901	0.38633102438116784	1_7_t7	False
278	1	7	t8	High sea temperatures linked to human-driven climate warming are contributing to extreme rainfall and thunderstorm activity and possibly tornado outbreaks .	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0005962477579950242	0.9987169450737796	0.0006868071682251522	1_7_t8	False
279	1	7	t9	It’s appropriate to call such storms “global warming type” events.	neutral	agrees	agrees	neutral	agrees	neutral	agrees	agrees	0.003022834073491755	0.796546605361728	0.2004305605647801	1_7_t9	False
280	1	8	s0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees				1_8_s0	False
281	1	8	s1	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	neutral	neutral	agrees	agrees	agrees	disagrees	agrees	agrees				1_8_s1	False
282	1	8	s2	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	neutral	neutral	disagrees	neutral	neutral				1_8_s2	False
283	1	8	s3	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees				1_8_s3	False
284	1	8	s4	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral				1_8_s4	False
285	1	8	t0	Carbon dioxide is a pollutant.	neutral	agrees	neutral	neutral	neutral	neutral	neutral	agrees	0.0027653752355336755	0.12745234878118486	0.8697822759832815	1_8_t0	False
286	1	8	t1	Impacts from climate change — including sea level rise, increasing temperatures, and ocean acidification — are originally in the set of stressors but are taken out of the analysis because including them resulted in a total loss of marine wilderness.	neutral	neutral	agrees	agrees	agrees	agrees	disagrees	neutral	0.07886665704297689	0.5719933980986679	0.349139944858355	1_8_t1	False
287	1	8	t10	Global warming is a relatively distant threat.	neutral	neutral	disagrees	neutral	disagrees	neutral	disagrees	disagrees	0.7533095778910962	0.0039873147726159795	0.2427031073362879	1_8_t10	False
288	1	8	t11	Human activities are not a major cause of global warming.	disagrees	neutral	disagrees	neutral	disagrees	disagrees	disagrees	disagrees	0.9469742280114972	0.002594598197939593	0.05043117379056348	1_8_t11	False
289	1	8	t12	The rate of CO2 released from Earth&apos;s soil has increased globally by about 1.2 percent in just 25 years.	neutral	neutral	agrees	neutral	agrees	agrees	agrees	agrees	0.0028824721847940014	0.8024828717332836	0.19463465608192249	1_8_t12	False
290	1	8	t13	Global warming is real.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0005074932975088249	0.9989101953543046	0.0005823113481865442	1_8_t13	False
291	1	8	t14	Human-induced global warming is a fundamental cause behind the 7.1 trillion gallons of torrential rainfall that a storm dumped on Louisiana in August, leading to a flooding disaster that killed at least 13 people and caused more than $ 1 billion in damage.	agrees	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	0.0027812875926945878	0.9963444398078856	0.0008742725994196552	1_8_t14	False
292	1	8	t15	Fossil fuel extraction may be less an economic boon than a massive liability.	agrees	agrees	neutral	neutral	neutral	disagrees	agrees	agrees	0.01138970794266362	0.6510371089284773	0.3375731831288591	1_8_t15	False
293	1	8	t16	Over the long term, fossil fuels are a losing bet.	neutral	agrees	neutral	agrees	neutral	neutral	agrees	neutral	0.0032454442738747914	0.2840503731213287	0.7127041826047965	1_8_t16	False
294	1	8	t17	Man-made carbon dioxide emissions do not drive global temperatures.	disagrees	disagrees	disagrees	neutral	disagrees	neutral	disagrees	disagrees	0.9828059080251128	0.0018667571230952848	0.015327334851791762	1_8_t17	False
295	1	8	t18	Global warming had made traveling to Botswana in October, normally a pleasant time to visit temperature-wise, more challenging because of uncomfortably hot weather.	agrees	agrees	agrees	agrees	agrees	disagrees	neutral	agrees	0.006489466631178888	0.964432302525886	0.029078230842935187	1_8_t18	False
296	1	8	t19	Ice sheets are melting at an accelerating rate.	neutral	neutral	agrees	neutral	agrees	neutral	agrees	agrees	0.003134203943804069	0.7385081918978822	0.25835760415831377	1_8_t19	False
297	1	8	t2	Several leading climate scientists’ve got their facts wrong about global warming.	neutral	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	neutral	0.9047974056618736	0.0031345722099118995	0.09206802212821448	1_8_t2	False
298	1	8	t20	Global temperatures drop further still.	neutral	neutral	neutral	neutral	disagrees	neutral	neutral	disagrees	0.2045154209912904	0.003977874173962873	0.7915067048347467	1_8_t20	False
299	1	8	t21	Liberal environmentalist non-profits are urging people to eat organic, consume less meat, and consider the carbon footprint of their Thanksgiving feast.	neutral	neutral	neutral	agrees	neutral	disagrees	neutral	agrees	0.008910155262380409	0.10670844106720186	0.8843814036704177	1_8_t21	False
300	1	8	t22	The chart does not mean that global warming is a hoax.	neutral	neutral	agrees	neutral	neutral	disagrees	neutral	neutral	0.007586834362747959	0.04664701778074702	0.9457661478565051	1_8_t22	False
301	1	8	t23	Fossil fuels are a finite bank of ancient sunlight.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0006173381441904577	0.0008929081821643678	0.9984897536736452	1_8_t23	False
302	1	8	t24	Global energy demand is going to increase over time.	neutral	neutral	neutral	neutral	neutral	agrees	neutral	neutral	0.0009818244668569577	0.003954422112119053	0.995063753421024	1_8_t24	False
303	1	8	t25	The non-climatic effects of carbon dioxide as a sustainer of wildlife and crop plants are enormously beneficial, that the possibly harmful climatic effects of carbon dioxide have been greatly exaggerated, and that the benefits clearly outweigh the possible damage.	disagrees	disagrees	disagrees	agrees	disagrees	agrees	agrees	disagrees	0.8670569696162186	0.13075102398620306	0.0021920063975782666	1_8_t25	False
304	1	8	t26	Burning fossil fuels emits CO2, a greenhouse gas, making the world heat up like a greenhouse sitting in the sun.	neutral	neutral	agrees	agrees	agrees	agrees	agrees	agrees	0.002388277523056271	0.9039514935398304	0.09366022893711336	1_8_t26	False
305	1	8	t27	Americans are much more skeptical of “global warming” than citizens of other countries, a phenomenon the author attributes to “selfishness” and hypocrisy.	neutral	agrees	agrees	neutral	neutral	agrees	neutral	disagrees	0.060153460394064974	0.2885128133815889	0.6513337262243462	1_8_t27	False
306	1	8	t28	The fossil fuel industry spent nearly 18 percent of all climate lobbying dollars during the period examined.	neutral	neutral	agrees	neutral	neutral	neutral	neutral	agrees	0.002795863616707233	0.16477482356902898	0.8324293128142638	1_8_t28	False
307	1	8	t29	Global warming is a Chinese hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.9988319786578704	0.0006715282149500168	0.000496493127179392	1_8_t29	False
308	1	8	t3	The theories of man-made climate change are no longer credible in light of the so-called hiatus in rising temperatures, not to mention that polar ice is increasing, not melting away.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.9987799673996652	0.0007081754147135402	0.0005118571856210745	1_8_t3	False
309	1	8	t4	The evidence is emerging that quite small changes in sea surface temperatures have huge effects on hurricanes and these events.	neutral	neutral	agrees	neutral	neutral	disagrees	agrees	agrees	0.012237756073868764	0.44961089358696416	0.5381513503391673	1_8_t4	False
310	1	8	t5	Estimates of future sea level rise may be significantly underestimated.	neutral	neutral	agrees	neutral	agrees	agrees	neutral	agrees	0.003325956493476941	0.5504110611920107	0.4462629823145124	1_8_t5	False
311	1	8	t6	Sea levels are rising.	agrees	neutral	agrees	neutral	agrees	agrees	neutral	agrees	0.0030276709897043524	0.7829045461355315	0.21406778287476413	1_8_t6	False
312	1	8	t7	We need to more or less immediately stop using or drastically curtail fossil fuels.	agrees	agrees	agrees	neutral	neutral	neutral	agrees	agrees	0.002746029577291025	0.8536397954051724	0.14361417501753665	1_8_t7	False
313	1	8	t8	The reason why more scientists do n’t advocate putting more carbon dioxide in the atmosphere is because the driving force behind the global warming debate, I hate to say it, isn’t science.	disagrees	disagrees	disagrees	neutral	disagrees	neutral	disagrees	disagrees	0.9824532890780834	0.0017968681926757808	0.015749842729240692	1_8_t8	False
314	1	8	t9	Antarctica is currently losing ice about three times faster than it did until 2012, climbing to a rate of more than 241 billion tons (219 billion metric tons) per year.	neutral	agrees	agrees	neutral	agrees	neutral	neutral	neutral	0.003477324955088082	0.4465815805187937	0.5499410945261182	1_8_t9	False
315	1	9	s0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees				1_9_s0	False
316	1	9	s1	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	agrees	neutral	neutral	neutral	neutral	agrees	neutral	agrees				1_9_s1	False
317	1	9	s2	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	disagrees	neutral	neutral	neutral	neutral	neutral				1_9_s2	False
318	1	9	s3	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees				1_9_s3	False
319	1	9	s4	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral				1_9_s4	False
320	1	9	t0	We are all familiar with the general outlines of globalization.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008134469526224357	0.0010906513519516946	0.9980959016954258	1_9_t0	False
321	1	9	t1	Global warming is a myth.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.9983232758738164	0.0009204020351015936	0.0007563220910818073	1_9_t1	True
322	1	9	t10	No use in denying global warming exists.	neutral	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.001825585919425957	0.9732453073478142	0.02492910673275979	1_9_t10	False
323	1	9	t11	Carbon developers want to lock up 10,000 acres of forest land.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008076289945596652	0.0010506445995557981	0.9981417264058844	1_9_t11	False
324	1	9	t12	Global warming global warming global warming global warming turns out to be as real and present and dangerous as ever it is.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0007476266760853735	0.9983778595667064	0.0008745137572081985	1_9_t12	True
325	1	9	t13	Global warming is – and always is – just a pretext for an economic takeover by the globalist left.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.9983878595971104	0.0008867799805675561	0.0007253604223220478	1_9_t13	False
326	1	9	t14	As the Antarctic ice sheet continues to melt away, we expect multi-meter sea level rise from Antarctica in the coming centuries.	neutral	neutral	agrees	neutral	neutral	agrees	agrees	agrees	0.0037150067761853828	0.5587932936687838	0.4374916995550308	1_9_t14	False
327	1	9	t15	We could ramp down all of the fossil-fuel-emitting infrastructure that we have, all of the way until it reaches the end of its life.	agrees	agrees	neutral	agrees	neutral	neutral	neutral	neutral	0.0035250368815601314	0.30182279661397515	0.6946521665044647	1_9_t15	False
328	1	9	t16	There is no “global warming” story.	disagrees	disagrees	disagrees	disagrees	neutral	disagrees	disagrees	agrees	0.9440131823724652	0.03163983034358328	0.0243469872839514	1_9_t16	False
329	1	9	t17	You can’t stop using fossil fuels without killing people and destroying our economies.	neutral	disagrees	disagrees	disagrees	neutral	disagrees	neutral	neutral	0.5899795652771853	0.004511535144710432	0.40550889957810426	1_9_t17	False
330	1	9	t18	The Arctic sea ice cover is rapidly retreating while the Antarctic sea ice cover is steadily expanding.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008085361411465995	0.001142326942309204	0.9980491369165442	1_9_t18	False
331	1	9	t19	Since the 1880s, the global temperature has risen approximately 2 degrees Fahrenheit.	agrees	agrees	neutral	neutral	neutral	agrees	neutral	neutral	0.003732303254224725	0.3994746833166517	0.5967930134291236	1_9_t19	False
332	1	9	t2	Global climate change is a very serious problem.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0007380847786371508	0.9983734067811616	0.0008885084402011649	1_9_t2	False
333	1	9	t20	This is evidence of man-made global warming.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0007720689835509762	0.9983390830892978	0.0008888479271513318	1_9_t20	False
334	1	9	t21	Carbon dioxide is not a pollutant and it is not the driver of global warming.	disagrees	disagrees	disagrees	disagrees	neutral	disagrees	agrees	neutral	0.8391040391048892	0.05545165605381621	0.10544430484129456	1_9_t21	False
335	1	9	t22	The last time in Earth&apos;s geologic history that carbon dioxide is this high, there is no year-round sea ice in Antarctica.	neutral	neutral	agrees	neutral	neutral	neutral	agrees	neutral	0.003002537745143688	0.13588826669850246	0.8611091955563539	1_9_t22	False
336	1	9	t23	Global temperatures had reached a dangerous “tipping point,” with extreme warming imminent and unavoidable.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees	0.0016373592117356315	0.9814396316315084	0.01692300915675595	1_9_t23	False
337	1	9	t24	Carbon dioxide emissions provide the environmentally vital services of greening the planet and assuring our food supply.	disagrees	disagrees	disagrees	neutral	neutral	disagrees	neutral	neutral	0.6207998366650429	0.004548171751872353	0.3746519915830847	1_9_t24	False
338	1	9	t25	Climate change could reduce global crop production by 9 % in the 2030s and by 23 % in the 2050s.	agrees	neutral	agrees	neutral	neutral	agrees	agrees	agrees	0.0033587076050197572	0.7551437853838467	0.24149750701113354	1_9_t25	False
339	1	9	t26	15 percent of Americans have volunteered or donated money to an organization working to reduce global warming.	agrees	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0020911452914712885	0.032404325398833936	0.9655045293096948	1_9_t26	False
340	1	9	t27	People in the United States the United States are being harmed by global warming right now.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0007113798255199298	0.9984313677706782	0.0008572524038019157	1_9_t27	False
341	1	9	t28	In the long run, the costs from raising the price of fossil-fueled electricity and other sources of energy could be modest.	neutral	neutral	neutral	agrees	neutral	neutral	neutral	neutral	0.0018244698755645133	0.022762996323970115	0.9754125338004652	1_9_t28	False
342	1	9	t29	Carbon pollution harms human health and is therefore subject to the Clean Air Act.	neutral	neutral	agrees	neutral	neutral	neutral	agrees	neutral	0.002945542141260379	0.13780907617658789	0.8592453816821517	1_9_t29	False
343	1	9	t3	We should work for a national carbon tax instead.	neutral	agrees	agrees	agrees	neutral	neutral	neutral	neutral	0.003587022300297765	0.29627814641312805	0.7001348312865742	1_9_t3	False
344	1	9	t4	Limiting our carbon pollution is pointless because of China’s supposedly growing coal dependency.	disagrees	neutral	disagrees	disagrees	neutral	neutral	disagrees	neutral	0.5049877398253189	0.0047890230097814394	0.4902232371648997	1_9_t4	False
345	1	9	t5	On the most important indicator of uncertainty in climate science--the likely range of warming for a given increase in carbon dioxide emissions--progress is actually retrograde.	agrees	disagrees	neutral	disagrees	disagrees	agrees	disagrees	neutral	0.6318147525888106	0.22927188050688896	0.13891336690430045	1_9_t5	False
346	1	9	t6	Fossil fuel companies should pay a carbon tax.	neutral	neutral	agrees	agrees	neutral	neutral	agrees	neutral	0.003576914356880532	0.2780660803644701	0.7183570052786494	1_9_t6	False
347	1	9	t7	Global warning poses a bigger threat than terrorism.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees	0.0016050991093989474	0.981800660020212	0.0165942408703891	1_9_t7	False
348	1	9	t8	Last month is the third-hottest June on record globally.	neutral	neutral	agrees	neutral	neutral	neutral	neutral	neutral	0.0018670389697085766	0.027740371192873	0.9703925898374184	1_9_t8	False
349	1	9	t9	Profound changes are well under way that virtually guarantee the Arctic described in history books.	agrees	disagrees	agrees	neutral	neutral	neutral	neutral	neutral	0.07636186056880105	0.16853450051562427	0.7551036389155745	1_9_t9	False
350	2	0	s0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees				2_0_s0	False
351	2	0	s1	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	disagrees	neutral	agrees	neutral	neutral	agrees	agrees	agrees				2_0_s1	False
352	2	0	s2	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	disagrees	neutral	neutral	neutral	neutral	neutral	neutral	neutral				2_0_s2	False
353	2	0	s3	Global warming is happening and it will be dangerous to human health and welfare.	disagrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees				2_0_s3	False
354	2	0	s4	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral				2_0_s4	False
355	2	0	t0	It is a fundamental fact, although increasingly ignored, that no single climate event or location can be attributed to global warming.	neutral	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.9987960422095308	0.0005229305483324142	0.0006810272421365969	2_0_t0	False
356	2	0	t1	The global combined sea surface and land surface temperature for the January-October 2009 period is estimated at 0.44 degrees C (0.79 degrees F) above the 1961-1990 annual average of 14.00 degrees C (57.2 degrees F), with a margin of error of plus or minus 0.11 degrees C. 	agrees	neutral	neutral	neutral	neutral	neutral	agrees	agrees	0.003269396493661825	0.10639175074458923	0.8903388527617488	2_0_t1	False
357	2	0	t10	150 years or so of data is far too little to be of any significance when it comes to a system as dynamic and complex as global climate.	agrees	disagrees	disagrees	disagrees	neutral	neutral	disagrees	disagrees	0.9379806334790648	0.0026669087334737565	0.059352457787461475	2_0_t10	False
358	2	0	t11	Proponents of the Green New Deal ideas d n’t preclude some form of the “ carbon dividend ” scheme and have the virtue of steering the economy more aggressively toward zero net emissions of greenhouse gases by 2050.	agrees	neutral	agrees	neutral	neutral	neutral	agrees	neutral	0.003184954507888579	0.09530311660096133	0.90151192889115	2_0_t11	False
