	round	batch	sent_id	sentence
545	2	6	t5	Global warming is caused by human greenhouse gases.
546	2	6	t6	Europe is preparing to rein in the pace of its drive to slow global warming.
547	2	6	t7	A 50-gigaton “ burp ” of methane from thawing Arctic permafrost beneath the East Siberian sea is highly possible at anytime.
548	2	6	t8	"A third of the world’s oil, coal and other fossil fuel reserves must remain untouched until 2050 to stave off catastrophic climate change."
549	2	6	t9	"It used to be more snow and ice, but now it’s more rock."
550	2	6	t10	Kauppinen is the author of a separate submission to Nature in 2010 that also contests the UN Climate Panel’s consensus view on the degree to which human activity contributes to global climate change.
551	2	6	t11	"Such fires happened hundreds of years ago, after global temperatures had risen slightly."
552	2	6	t12	"Nuclear power would not “ make a big difference in reducing carbon emissions in the next two decades, when the biggest reductions will have the most impact, ” because the industry could not build enough reactors during that time."
553	2	6	t13	"We are instead seeing weather history repeat itself, and this poses an important question to activists pointing to Sandy as “ overwhelming evidence ” of global warming as its cause."
554	2	6	t14	The Arctic Ice Sheet is at a record size for this time of year.
555	2	6	t15	Humans make a contribution to global warming.
556	2	6	t16	This deal is expected to lead to the deployment of a global climate change refugee visa system that in the near future could help to more easily relocate individuals and corporations facing the impacts of climate change.
557	2	6	t17	"At the global level, nations must adopt transformative climate change policies."
558	2	6	t18	A runaway greenhouse effect on Venus led to temperatures hot enough to melt lead.
559	2	6	t19	It would be healthy for the Intergovernmental Panel on Climate Change to focus on regional impacts and to focus on individual phenomena rather than the big global thing.
560	2	6	t20	The irony of the US government touting “ cleaner ” fossil fuels even as they take steps to dismantle standards to prevent methane leaks and pollution from coal-fired power plants.
561	2	6	t21	The ramifications of vanishing ice will also be felt far from the poles.
562	2	6	t22	"Global tropical activity, which can be measured using the ACE Index (Accumulated Cyclone Energy), is near record lows according to peer-reviewed research."
563	2	6	t23	Global warming has already caused significant crises in Africa.
564	2	6	t24	"Climate change will reduce crop output in many areas, sending global food prices soaring and triggering unrest among those already pushed to the limit under existing conditions."
565	2	6	t25	The real goal in global warming is to redistribute the world’s wealth.
566	2	6	t26	Global warming caused Sandy.
567	2	6	t27	We can expect the Arctic to be ice-free in summer within 20 years.
568	2	6	t28	"90 U.S. communities are considered “ inundated today, ” mostly in Louisiana and Maryland, where allegedly seas are rising and the land is sinking."
569	2	6	t29	"2 degrees is not good enough to avoid global catastrophe, and so we would have to cut carbon emissions enough to prevent world temperatures from rising more than 1.5 degrees Centigrade."
570	2	6	t30	"But the plant will strip out about two-thirds of carbon dioxide emissions, leaving emissions at about the same level as cleaner-burning natural gas."
571	2	6	t31	"Impacts on people from their melting will range from worsened air pollution to more extreme weather, while lower pre-monsoon river flows will throw urban water systems and food and energy production off-kilter."
572	2	6	t32	"Global warning will be overridden by this effect, giving humankind and the Earth 30 years to sort out our pollution."
573	2	6	t33	The agency is “ 99 % certain ” record-high global temperatures are due to human activity.
574	2	6	t34	"Flooding, droughts and other climate impacts could have devastating effects on economies, agriculture and human health, particularly in developing countries."
575	2	6	t35	Rising global temperatures during the 19th and 20th centuries could be linked to greater plant photosynthesis.
576	2	6	t36	Each 1 degree Celsius rise in atmospheric warming would lead eventually to 2.3 meters of sea-level rise.
577	2	6	t37	If families having fewer children should do so even if that emission has no real-world effect in order to satisfy Rieder’s morals.
578	2	6	t38	This analysis will help settle the scientific debate regarding global warming and its human causes.
579	2	6	t39	Sea level rise will be the greatest environmental threat to coastal cities from Miami to Mumbai.
580	2	7	t0	"The drop in carbon-dioxide emissions came from the United States, where carbon dioxide emissions fell 3%, or 160 million tonnes, while the economy grew by 1.6%."
581	2	7	t1	The seas have warmed.
582	2	7	t2	"Rep. Dana Rohrabacher (R-Calif) doesn’t think carbon dioxide causes global warming, a denial of science so basic it’s essentially the same as saying the Earth is flat."
583	2	7	t3	"In March of this year, a Gallup poll highlighted an interesting tension in American thinking on global warming."
584	2	7	t4	"The environmental movement is now saying “ climate change ” because it can explain anything, including “ decades of global cooling, ” as one Fox News host claimed."
585	2	7	t5	Dispersal may help sustain global Emperor penguin populations for a limited time.
586	2	7	t6	"The long-held, internationally agreed upon target to limit rises in global average temperatures to 2 degrees Celsius is in error and far above the 1C threshold that would need to be maintained in order to avoid the effects of catastrophic climate change."
587	2	7	t7	Carbon dioxide – what you are exhaling – is what controls temperature.
588	2	7	t8	"The biggest hope for reducing emissions from coal plants globally is natural gas, which has already started to happen in the United States."
589	2	7	t9	"There was a time we called it global warming, which meant what it said."
590	2	7	t10	"Most Caribbean coral reefs will disappear within the next 20 years unless action is taken to protect them, primarily due to the decline of grazers such as sea urchins and parrotfish."
591	2	7	t11	The melting of ice sheets in Antarctica will cause massive problems for the rest of the world.
592	2	7	t12	The South Pole is gaining more ice than it’s losing.
593	2	7	t13	Global warming is n’t approaching — it had already arrived.
594	2	7	t14	"Large forest fires have occurred more often in the western United States since the mid-1980s as spring temperatures increased, snow melted earlier, and summers got hotter, leaving more and drier fuels for fires to devour."
595	2	7	t15	"Moreover, the focus on man-made global warming is detracting attention from real environmental disasters to nature’s detriment."
596	2	7	t16	Fossil fuel corporations just have too much control over Congress.
597	2	7	t17	"The widespread warming of the Arctic region in the past 20 years would be an economic boon, allowing the exploitation of new gas and oilfields and enabling shipping to travel faster between Europe and Asia."
598	2	7	t18	Individual actions have very little real-world effect on climate change.
599	2	7	t19	Global warming is real.
600	2	7	t20	"This will require, at a minimum, slashing the use of fossil fuels."
601	2	7	t21	"Over the past century, the Global Mean Sea Level (GMSL) has risen by 4 to 8 inches (10 to 20 centimeters)."
602	2	7	t22	Global warming and sea level rise are increasing the likelihood that New York City would be paralyzed by major flooding.
603	2	7	t23	"Carbon carbon is unlocked and can be released into the earth’s atmosphere, accelerating climate change."
604	2	7	t24	Shifting the energy system from fossil fuels to zero-or low-carbon sources including wind and solar power would reduce consumption growth by about 0.06 percentage points per year.
605	2	7	t25	Antibiotics are losing their effectiveness at a rate that is both alarming and irreversible — similar to global warming.
606	2	7	t26	We as a species have never experienced 400 parts per million of carbon dioxide in the atmosphere.
607	2	7	t27	Just what forced the release of the Climategate files – and as a consequence revealed the uncertainty of the science and the co-opting of the process that legitimizes global warming research.
608	2	7	t28	"Sea surface temperatures in the region rise, producing an increase in average atmospheric moisture content."
609	2	7	t29	"The rapidly warming Arctic has caused the jet stream to slow, which could result in atmospheric events, such as winter storms, staying put for longer."
610	2	7	t30	Rick Santorum should be the nominee because he’d caught on earlier than Newt or Mitt to the global warming.
611	2	7	t31	Greenland warming up is a problem because Greenland contributes about 40 percent of current sea level rise.
612	2	7	t32	Global warming helps plants — and thus also helps humans and animals .
613	2	7	t33	"The leading candidates are rising atmospheric CO2 levels, a result of emissions from human activities; longer growing seasons, a result of climate change caused by CO2 emissions; and nitrogen pollution, another result of fossil fuel combustion and agriculture."
614	2	7	t34	"An increase of 2 degrees Celsius is about all the planet can accommodate without unimaginably catastrophic consequences: sea-level increases that will wipe out many coastal cities, persistent droughts that will destroy farmland on which hundreds of millions of people depend for their survival, the collapse of vital ecosystems, and far more."
615	2	7	t35	There could be as little as 30 years of burning fossil fuels before the threshold is reached.
616	2	7	t36	This is the most detailed and U.S.-focused scientific report on global warming.
617	2	7	t37	The science compels action to address the single largest source of carbon pollution in our country.
618	2	7	t38	"PFTBA remains in the atmosphere for about 500 years, and unlike carbon dioxide, is taken up by forests and oceans."
619	2	7	t39	Much of recent global warming has been fabricated by climate scientists to make it look more frightening.
620	2	8	t0	"Bleaching has been triggered by global warming and El Nino, a warming of parts of the Pacific Ocean that changes weather worldwide."
621	2	8	t1	President Barack Obama's Clean Power Plan mandated drastic carbon dioxide emissions cuts from U.S. power plants.
622	2	8	t2	"Despite the threadbare efforts of the usual suspects to pin the blame on “ climate change ”, all the credible evidence suggests that this is about economic migration and about political instability, not about global warming."
623	2	8	t3	Tending to the needs of the poor constitutes a greater priority than curbing global warming.
624	2	8	t4	"There is no proof that global warming is caused by humans, and no proof that global warming will cause catastrophic issues for Earth."
625	2	8	t5	The big issue in the global warming debate is how large is the human impact on climate.
626	2	8	t6	"Over the past three decades, many climate scientists have repeatedly made a number of significant and alarming predictions about global warming, and the vast majority of the time."
627	2	8	t7	The Environmental Protection Agency’s broad approach to global warming is on track.
628	2	8	t8	"By rapidly melting the Arctic, global warming is slowing down the fast-moving river of air far above us known as the jet stream — in turn causing weather patterns to get stuck in place for longer, and leading to more extremes of the sort that we’ve all been experiencing."
629	2	8	t9	Global economic bodies have not taken into account the risks of rapid ice melt and the only economic downside to the warming of the Arctic they have identified so far has been the possible risk of oil spills.
630	2	8	t10	"I am a firm believer that climate change is real, that it is impacted by human behavior and carbon emissions."
631	2	8	t11	They are also the boilerplate propaganda of anthropogenic global warming fanatics that have been so humiliated by exposures of their contrived science.
632	2	8	t12	"Global average temperatures would not rise beyond the crucial 2˚C above preindustrial levels threshold, thought to be the tipping point at which irreversible damage would occur."
633	2	8	t13	There are no significant observed trends in global tropical cyclone frequency over the past century.
634	2	8	t14	The [ oil ] industry is not prepared to drill safely in Arctic waters.
635	2	8	t15	Unseasonal bouts of snow and ice are nothing to do with “ global warming ” but are a natural phenomenon which had been with us since time immemorial .
636	2	8	t16	The emails undercut the whole scientific claim for man’s impact on global warming.
637	2	8	t17	The seas have warmed.
638	2	8	t18	We can limit warming from human-caused carbon pollution to less than 3.6 degrees Fahrenheit — if we act now.
639	2	8	t19	The killer heat waves in Europe in 2003 and 2010 are also made far more likely by global warming.
640	2	8	t20	The supposedly non-binding agreement actually gives the EPA legal authority to regulate carbon emissions.
641	2	8	t21	"Exxon planners don’t believe serious carbon limits will be on the books anytime soon, leaving the company free to burn through its reserves of oil and gas."
642	2	8	t22	Global warming has slowed because of measures taken by the government.
643	2	8	t23	Even the term ‘global warming’ does not mean anything unless you give it a time scale.
644	2	8	t24	"Global warming’s here, the old rules don’t apply, and not doing anything about it for the past 30 years is going to prove far, far more expensive than doing something would have been."
645	2	8	t25	Global temperature is on a rapid upward trajectory.
646	2	8	t26	1.6 degrees Celsius (just under 3 degrees Fahrenheit) of temperature rise above pre-industrial levels might be enough to lock in Greenland’s complete melting.
647	2	8	t27	"Not even the basic data is settled, and if this new paper is correct, the supposedly infallible high priests of global warming have been making a gigantic error for decades."
648	2	8	t28	Momentum develops for a global drive to keep greenhouse gas emissions below 450 parts per million .
649	2	8	t29	"Global warming would cause rapid rises in food prices, causing severe consequences in poor countries."
650	2	8	t30	We are indeed on track to a “ 4C world ” marked by extreme heat waves and life-threatening sea-level rise.
651	2	8	t31	The average global temperature in 1997 essentially equaled the record set in 1990.
652	2	8	t32	The winning candidate will continue Bloomberg’s work to mitigate global warming and increase energy efficiency.
653	2	8	t33	No comprehensive models yet exist to address sea level rise and its threat to historic landmarks.
654	2	8	t34	"The impacts on the California coastline could be disproportionate, with local sea levels rising 1.25 feet for every one-foot increase caused by melting ice in West Antarctica."
655	2	8	t35	Carbon emissions are down.
656	2	8	t36	"They grow better with more carbon dioxide, and you can see the greening of the earth already from the additional carbon dioxide in the atmosphere."
657	2	8	t37	The fall-off in ice volume is so fast it is going to bring us to zero very quickly.
658	2	8	t38	"Sea level rise measured in the course of our lifetime isn’t a matter of miles, but of feet."
659	2	8	t39	"The region’s increasingly drastic droughts are caused, at least in part, by global warming trends affecting the entire planet."
660	2	9	t0	Total ice accumulation on Antarctica has outweighed losses.
661	2	9	t1	Global warming has been at a plateau since 1990.
662	2	9	t2	There’s no question that humans have altered the background atmosphere on a global scale.
663	2	9	t3	"Reducing carbon emissions to zero could be a major challenge, given the track record of previous efforts to cut carbon."
664	2	9	t4	Humans have just 12 years to make huge leaps in innovations to reduce global warming to less extreme levels — or suffer major consequences.
665	2	9	t5	"If you think this is bad, well, global warming will make it still worse in the future."
666	2	9	t6	Atmospheric concentrations of carbon dioxide beyond 350 parts-per-million (ppm) could set off compounding feedback loops and so lock us into runaway climate change.
667	2	9	t7	"They had to move the symbolic “ Doomsday Clock ” ahead two minutes closer to midnight because of “ the world’s failure to reduce carbon emissions, which is driving global climate change, along with modernization of the world’s nuclear arsenals."
668	2	9	t8	"The increased greening is likely “ driven ” by higher carbon-dioxide levels and precipitation, and the decreased greening is largely a result of humans cutting down vegetation."
669	2	9	t9	"CO2 emmissions are dwarfed by the immense amount of carbon dioxide released into the atmosphere by natural (and evil, likely Republican) sources like oceans and vegetation."
670	2	9	t10	Global cooling is inevitable.
671	2	9	t11	"Sea levels have risen by seven inches since 1901, and the sea levels would rise 10 to 32 more inches by the 22nd century."
672	2	9	t12	"Today’s ice storm is likely to be more damaging than the January 2000 ice storm, which caused $48 million in losses in north Georgia."
673	2	9	t13	Skeptics reject the claim global temperatures have risen in recent decades.
674	2	9	t14	"Warming by the end of the 21st century will lead to high to very high risk of severe, widespread and irreversible impacts globally, unless the world acts collectively to halt the buildup of greenhouse gases in the atmosphere."
675	2	9	t15	Global warming over the next several decades will take place irrespective of any action taken today.
676	2	9	t16	Attributing specific climatic events to global warming is simply dishonest.
677	2	9	t17	The Arctic see would be ice-free this year.
678	2	9	t18	The global climate is at the tail end of a decades-long cooling period.
679	2	9	t19	"The earth is headed for devastating effects of climate change, including deadly flooding, extreme drought, food shortages, the death of coral reefs, and more extreme weather events."
680	2	9	t20	"The behavior of arctic sea ice represents one of the numerous interesting phenomena that the earth presents us with, and for which neither the understanding nor the needed records exist."
681	2	9	t21	"The presence of additional carbon dioxide has actually led to better plant growth and crop yields throughout much of the world, including in Africa."
682	2	9	t22	"For everyone else, there are many, many more pressing concerns, and increased “ extreme weather events ” caused by man-made global warming are an alarmist myth."
683	2	9	t23	"All extreme weather events are somehow related to “ global warming, ” which has been re-termed “ climate change ” since global temperatures are no longer warming."
684	2	9	t24	"Even if governments take vigorous steps to curb greenhouse gas emissions, the report concluded, the continuing increase in fossil fuel consumption will result in a long-term average global temperature increase of 3.6 degrees C."
685	2	9	t25	"Climate predictions used by scientists, forecasters, and academics have wildly overestimated global warming, forecasting on average two times more warming than actually occurred."
686	2	9	t26	Carbon capture is an unproven technology.
687	2	9	t27	The global average temperature is on pace to increase by 4 degrees Celsius (7.2 degrees Fahrenheit) by the end of the century without some form of concrete action on climate issues.
688	2	9	t28	"Ultimately, global warming has become the sole focus of so much environmental discussion that it risks eclipsing much more pressing and demonstrable environmental problems."
689	2	9	t29	"Global warming--like the Ice Age, or overpopulation, or a nuclear winter--is just too specific."
690	2	9	t30	"The best protection against natural disaster is economic development, which allows countries to build flood defences, reinforced buildings, medical care and food stores."
691	2	9	t31	This a sneaky way to cover up the reality that global warming is a sham.
692	2	9	t32	The Arctic is warming faster than anywhere else on the planet.
693	2	9	t33	“ Some of ” the sea level rise is due to human disturbance such as oil drilling.
694	2	9	t34	The science on the causes of climate change is already well-established.
695	2	9	t35	Investors are currently finding “ a false comfort in the status quo ” by failing to factor in carbon risks and climate change.
696	2	9	t36	"Global temperatures today are the same as they are 115,000 years ago, a time when modern humans were only just beginning to leave Africa."
697	2	9	t37	"One of the most effective ways to cut methane is to reduce global populations of ruminant livestock, especially cattle."
698	2	9	t38	Carbon dioxide is a perfectly natural gas.
699	2	9	t39	"In the end, creating a clean economy will require a blend of policies, not just carbon taxes."
700	3	0	t0	"Reducing greenhouse gas emissions is the most important factor, because wetlands can naturally adapt to lower rates of sea level rise."
701	3	0	t1	So a small increase in temperature at sea level can translate to an increase in temperature over a very large area of an ice shelf.
702	3	0	t2	There is a rush to judgment that every time something happens it’s because of global warming.
703	3	0	t3	"There is little evidence to support claims, such as those by Al Gore, that the sea would rise by 20 feet by the end of the century."
704	3	0	t4	Global warming could make Earth uninhabitable.
705	3	0	t5	Another 240 billion tons of carbon emissions can be tolerated.
706	3	0	t6	Nuclear is an important part of ensuring our future low-carbon energy security.
707	3	0	t7	"Such planning can sometimes rely on scientific projections, like sea-level rise, that is politicized."
708	3	0	t8	"The Organization of the Petroleum Exporting Countries strategy of flooding the market with cheap oil, despite a global oversupply, will pay off next year when demand for its oil will rise."
709	3	0	t9	"If the global temperature did reach an increase of 4 degrees Celsius, this would result in GDP losses of $159 billion a year."
710	3	0	t10	Global warming is most likely caused by human activity.
711	3	0	t11	But the significant warming of the Arctic and sub-Arctic regions in recent decades are drying out these usually moist soil layers.
712	3	0	t12	"Approaching such policy decisions through the less controversial lenses of resilience, risk, adaptation, and disaster preparedness can be a portal to the tougher – and more politically fraught – conversation about mitigation and carbon emissions."
713	3	0	t13	These fossil fuel companies profited handsomely for decades while knowing they are putting the fate of our cities at risk.
714	3	0	t14	The dangers of a warming planet are being wildly exaggerated and question the impact that fossil fuels have had on climate change.
715	3	0	t15	"Identifying and addressing these ""super-emitters"" could reduce methane emissions from fossil fuels up to 87 percent."
716	3	0	t16	We can see what the new economy would look like: solar and wind energy replacing fossil fuels.
717	3	0	t17	Internet activity results in as much carbon emissions as the global aviation industry.
718	3	0	t18	"While the world is in turmoil and falling apart in so many different ways especially with ISIS, our President is worried about global warming–what a ridiculous situation."
719	3	0	t19	"If us do not address the global crisis of climate change, transform our energy system away from fossil fuel to sustainable energy, the planet that we're going to be leaving our kids and our grandchildren may well not be habitable."
720	3	0	t20	"The Keystone XL pipeline, if approved, would cut global oil prices."
721	3	0	t21	"Global warming, if it is happening, will likely bring benefits to the developing world, and branded green policies as grossly immoral ."
722	3	0	t22	I also support cap and trade of carbon emissions.
723	3	0	t23	"Hawaii is committed to environmental stewardship, and we look forward to working with other states to fight global climate change."
724	3	0	t24	"Short periods of minor global warming could be considered significant, while similar periods of cooling or stagnation could be ignored by the scientific community."
725	3	0	t25	"Cutting the artificial pollutants, which have a warming effect 1,600 times more powerful than carbon dioxide on average, would be a straightforward step toward meeting the Paris Agreement goal to keep global temperatures from rising more than 2 degrees Celsius above preindustrial levels."
726	3	0	t26	Indicators like carbon dioxide levels or global temperature are most useful when they’re put in the right context.
727	3	0	t27	"The moment we put real limits and real charges on carbon dioxide emissions, we will see a surge of innovation that will discover even better ways for reducing those emissions."
728	3	0	t28	There is next to no scientific evidence anywhere to back up their doomsday predictions of catastrophic man-made global warming.
729	3	0	t29	One of the most poorly quantified components of the carbon cycle is the net balance between forest disturbance and regrowth.
730	3	0	t30	Carbon dioxide contributes to warming.
731	3	0	t31	Global warming might increase the chances of violent conflict.
732	3	0	t32	The global warming debate is over.
733	3	0	t33	Climate denial conspiracy theories include that the United Nations is trying to impose global government through climate change policy.
734	3	0	t34	There is no solid evidence of global warming.
735	3	0	t35	Even in liberal states doubt global warming is caused mostly by human carbon emissions.
736	3	0	t36	"Roughly 75 percent of the carbon dioxide emissions from the natural world come not from above-ground biomass, but from the soil."
737	3	0	t37	Trusel is all but certain that melting in the Antarctic will become more widespread in the coming years.
738	3	0	t38	"For the U.S. in particular, failing to curb carbon emissions and pouring resources into bolstering infrastructure that relies on fossil fuels is an act of gross negligence."
739	3	0	t39	"If there is warming, global warming we are going to see a lot more storms and there will be a lot more violent when they occur."
740	3	1	t0	The only way this can be addressed is to act quickly and reduce carbon emissions.
741	3	1	t1	"If global warming did not exceed the 2 degree Celsius benchmark, the millennial sea-level rise from the melting of Antarctic ice could likely be restricted to a few meters."
742	3	1	t2	Climate contrarians somehow tend to neglect mentioning that solar variation is smaller than the heat-trapping power of carbon dioxide.
743	3	1	t3	"Burning all fossil fuels, we conclude, would make most of the planet uninhabitable by humans, thus calling into question strategies that emphasize adaptation to climate change."
744	3	1	t4	"Divestment will not noticeably hurt oil company stocks because, when a university sells its fossil-fuel stock and the price falls, independent traders see that the stock has become undervalued and snap it up."
745	3	1	t5	"Global warming is a concept ""created by and for the Chinese"" to hurt U.S. business."
746	3	1	t6	"Humanity’s window for action is quickly closing, if the goal of holding global warming to 1.5 degrees C above preindustrial averages is to be met."
747	3	1	t7	"Global warming has been happening for the last 100 years, mainly because we have been burning fossil fuels and putting out greenhouse gases ."
748	3	1	t8	"This could mean that current I.P.C.C. model predictions for the next century are wrong, and there will be no cooling in the North Atlantic to partially offset the effects of global climate change over North America and Europe."
749	3	1	t9	It’s a primary contributor to the global warming that we see.
750	3	1	t10	Steadily warming seas pose a similar threat to reefs in other areas.
751	3	1	t11	The science is anything but settled on global warming.
752	3	1	t12	The sea ice is building up much slower than normal as winter approaches.
753	3	1	t13	More than 10% of the country's ice sheet melted this week.
754	3	1	t14	"Climate impacts are playing out across the US, from damaging wildfires to increased heavy rain and flooding to rising seas."
755	3	1	t15	No signal had emerged in the atmosphere to suggest a sharp rise in methane emissions from the Arctic.
756	3	1	t16	"Once warming reaches a certain point, the amount of assistance that we’re getting in terms of carbon storage from the land and oceans tends to go down."
757	3	1	t17	Global leaders finally address the climate crisis.
758	3	1	t18	Global warming isn't real Leo.
759	3	1	t19	The measure of introducing a carbon tax should be adopted soon.
760	3	1	t20	Satellite data disputes global warming.
761	3	1	t21	We’re going to solve global warming.
762	3	1	t22	Pollution caused by fossil fuels has been conflated with climate change.
763	3	1	t23	"Climate change and ocean acidification, caused when carbon dioxide is absorbed by the oceans, pose a far more serious threat and could ultimately lead to the total collapse of many reefs."
764	3	1	t24	The Arctic sea ice levels are 7 percent below the 1981-2010 average.
765	3	1	t25	"Climate sensitivity is high enough to demand action, but not so high that it is too late to avoid dangerous global climate change."
766	3	1	t26	The main culprit is warming sea temperatures.
767	3	1	t27	"About 93 percent of the heat energy trapped by greenhouse gases — such as carbon dioxide from the burning of coal, oil and gas — goes directly into the ocean."
768	3	1	t28	Continued high emissions will make multi-meter sea level rise practically unavoidable and likely to occur this century.
769	3	1	t29	"Global warming is causing sea levels to rise, while increasing the frequency, intensity, and duration of extreme weather events."
770	3	1	t30	"Over 24 million people around the world fled their homes (some temporarily) because of extreme events like floods and drought and other environmental disasters, according to the report."
771	3	1	t31	Cosmic rays and the sun play an integral role in global warming.
772	3	1	t32	"Global-warming science is an echo chamber in which, they contend, it is hard to get published if one does not accept the conventional wisdom that humans are heating up the planet."
773	3	1	t33	Global warming is to blame.
774	3	1	t34	"We have a global agreement on how we are going to limit the emissions of carbon dioxide and other greenhouse gases, going forward, and an agreement that will include the tropical forest, that will include ways to transfer some of the revenues from carbon taxes or carbon emission permits in the north to pay for reduced deforestation in the south."
775	3	1	t35	The ridiculously warm temperatures in the Arctic during October and November this year this year are off the charts over our 68 years of measurements.
776	3	1	t36	The reduction of fossil-fuel emissions look more feasible.
777	3	1	t37	Rich countries should bear a greater burden than developing ones in reducing emissions and helping countries cope with global warming.
778	3	1	t38	The hidden health and environmental costs of using fossil fuels are far greater than previously thought.
779	3	1	t39	"Of course, climate change advocates are trying their best to offer an explanation for the lack of global warming."
780	3	2	t0	"The Larsen C Ice Shelf may be less stable following the rift, and that there is potential for it to follow the same path of its neighbor, the Larsen B Ice Shelf, which had a major calving event in 1995 and then disintegrated in 2000."
781	3	2	t1	There is no safe way to develop the Arctic region’s oil and gas potential.
782	3	2	t2	"Amy Klobuchar is running for President, talking proudly of fighting global warming while standing in a virtual blizzard of snow, ice and freezing temperatures."
783	3	2	t3	"The global average sea level rose to a new record high in 2016, and is about 3.25 inches higher than that observed in 1993, when satellite record-keeping for sea level began."
784	3	2	t4	"It is not hypocritical to use fossil fuels in order to try to get ourselves off of fossil fuels, particularly since this is simply unavoidable."
785	3	2	t5	Sea levels are rising an average of 3.2 mm per year across the globe.
786	3	2	t6	Global warming is not occurring.
787	3	2	t7	Antarctica is overall accumulating ice.
788	3	2	t8	Unrestrained carbon emissions could cause extreme sea level rise over the next one thousand years.
789	3	2	t9	"Only 6 percent of Americans are willing to pay $1,000 or more annually in higher taxes and utility costs to subsidize the cost of adding more sustainable energy to fight global warming."
790	3	2	t10	"A transition to a reliable, low-carbon, electrical generation and transmission system can be accomplished with commercially available technology and within 15 years."
791	3	2	t11	Brown’s carbon-neutral pledge could hurt the state’s economy.
792	3	2	t12	2018 and the following four years could bring an increase of earthquakes over magnitude 7 globally.
793	3	2	t13	"Already Yellowstone, which sits at a relatively high average elevation of 8,000 feet above sea level in Wyoming, Montana and Idaho, is warming faster than the rest of the globe."
794	3	2	t14	Few people would complain if global warming ruined Brussels sprouts.
795	3	2	t15	The world is finally on a path toward controlling global warming.
796	3	2	t16	"The countries that are paying the price for industrialization are actually in the Global South, and especially South Asia."
797	3	2	t17	Achieving global prosperity especially for the most vulnerable and poorest depends in large measure on whether the Paris Agreement succeeds or not.
798	3	2	t18	Our ways of inferring future rates of sea level rise from ice sheet melting is crude .
799	3	2	t19	"Just telling folks the facts —temperatures are going up, seas are acidifying, and the most likely reason is people burning fossil fuels— doesn’t move the needle on climate opinion."
800	3	2	t20	"Action on climate change now is the only way to protect the economy from suffering under the affects of changing temperatures, rising sea levels, and shifting weather patterns."
801	3	2	t21	"Global emissions have stabilised, particularly in China."
802	3	2	t22	"This new technology will provide more options for an energy-hungry, carbon-emitting world."
803	3	2	t23	Human-induced climate change from outside the Arctic such as burning of fossil fuels is a key factor.
804	3	2	t24	There is no current trend toward global warming.
805	3	2	t25	We would need to keep the carbon concentration between 405 and 450 p.p.m.
806	3	2	t26	You can reach any carbon goal using market-based policies.
807	3	2	t27	Global cooling is the real problem and we are heading towards a new ice age.
808	3	2	t28	"In New York City, about 65,000 more people are in a danger zone than would have been the case if sea level had not risen over the last century."
809	3	2	t29	"Global warming, by increasing precipitation and melting Arctic ice, could eventually destabilize the Gulf Stream, the ocean conveyor belt that carries tropical waters into the North Atlantic and warms Western Europe."
810	3	2	t30	A carbon tax is regressive.
811	3	2	t31	Winter storms are just more proof that global warming is changing the climate.
812	3	2	t32	The global warming community is like a religion.
813	3	2	t33	The rate of sea level rise is not accelerating and may even be decelerating.
814	3	2	t34	"It is urgent to move away from fossil fuels and towards renewable energy, including large scale wind and household solar."
815	3	2	t35	"Global warming is ""steeped in controversy,"" despite the fact that consensus exists among the scientific community about its reality and urgency. "
816	3	2	t36	"If you step back and think that the science the science in order to mitigate global warming, the science the science is very clear."
817	3	2	t37	"Dealing with global warming has become normal, and that’s a good thing."
818	3	2	t38	Global warming is triggering bigger structural changes to this corner of Antarctica.
819	3	2	t39	"Reducing greenhouse gas emissions, especially carbon dioxide, is absolutely necessary if we want any hope of preventing a lot of the dire situations that are presented in the report."
820	3	3	t0	"Cutting out meat from an individual's diet reduces their greenhouse gas emissions by 35%, and substituting carbon-intensive meats such as beef and lamb with chicken or pork can reduce one person's emissions contribution by 18."
821	3	3	t1	"The warming, the storm, and the UK floods, are all linked to climate change."
822	3	3	t2	The concept of global warming is created by and for the Chinese in order to make U.S. manufacturing non-competitive.
823	3	3	t3	"Although climate change is expected to increase coastal flooding and cause water shortages, a new study by Britain’s Met Office sees an upside to global warming."
824	3	3	t4	"Coal jobs are going to be hard to revive, even by a president-elect who voiced concern about carbon emissions or climate change."
825	3	3	t5	"Some of the melting that has already occurred is likely irreversible, and could take hundreds of years to reverse."
826	3	3	t6	Arctic sea ice has increased since then.
827	3	3	t7	"These phenomena are consistent with the ongoing changes in global climate, which we know with very high confidence are being caused mainly by the increase of atmospheric carbon dioxide and other heat-trapping gasses released by human activities."
828	3	3	t8	More people die here than anywhere else from floods.
829	3	3	t9	The sea is not rising.
830	3	3	t10	Carbon dioxide and oxygen are about the same size and have similar chemical characteristics.
831	3	3	t11	The Arctic has been warming much faster than any other region in the world for the second straight year in a row.
832	3	3	t12	"Global temperatures are warmer now than at any time in at least the last 1,000 years."
833	3	3	t13	"Development of oil and gas resources in the Arctic would be “incommensurate” with efforts to limit average global warming to 2C. Low oil prices and, perhaps more importantly, oil market volatility."
834	3	3	t14	"Exxon Mobil is lobbying the rest of the American industry, as well as Capitol Hill, for a revenue-neutral carbon tax."
835	3	3	t15	"After three years of little to no growth in total global carbon emissions, 2017 will see a relatively major spike."
836	3	3	t16	"Human emissions are behind observed warming in the Earth’s surface temperatures and oceans, and that action to reduce greenhouse emissions is an urgent global priority."
